HBA,HBD,EXP. Data,Status,HBA:HBD,HBA_smiles,HBD_smiles,HBA_MaxAbsEStateIndex,HBA_MinEStateIndex,HBA_qed,HBA_SPS,HBA_MaxPartialCharge,HBA_MinPartialCharge,HBA_Ipc,HBA_PEOE_VSA1,HBA_VSA_EState4,HBD_MaxAbsEStateIndex,HBD_MinAbsEStateIndex,HBD_MinEStateIndex,HBD_qed,HBD_SPS,HBD_MolWt,HBD_MinPartialCharge,HBD_FpDensityMorgan1,HBD_BCUT2D_MWHI,HBD_BCUT2D_MWLOW,HBD_BCUT2D_LOGPLOW,HBD_BalabanJ,HBD_Ipc,HBD_Kappa2,HBD_PEOE_VSA1,HBD_PEOE_VSA10,HBD_PEOE_VSA2,HBD_PEOE_VSA7,HBD_PEOE_VSA8,HBD_PEOE_VSA9,HBD_SMR_VSA5,HBD_SMR_VSA6,HBD_SlogP_VSA1,HBD_SlogP_VSA3,HBD_TPSA,HBD_EState_VSA2,HBD_EState_VSA3,HBD_EState_VSA4,HBD_EState_VSA8,HBD_EState_VSA9,HBD_VSA_EState1,HBD_VSA_EState3,HBD_VSA_EState5,HBD_VSA_EState7,HBD_VSA_EState8,HBD_FractionCSP3
choline chloride,ethyleneglycol,54.85,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,51.125,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,54.65,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,50.765,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,54.35,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,54.15,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,50.055,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,53.8,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,53.7,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,ethyleneglycol,53.6,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(CO)O,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,7.625,0.125,-0.125,0.40752789066641704,7.5,62.068000000000005,-0.3939905415754596,1.0,16.30425825223958,10.818323674812085,-1.8453009104147722,1.9747448713915894,6.854752972273345,2.92,10.213054789681411,0.0,0.0,0.0,0.0,13.213763929025836,0.0,13.213763929025836,0.0,0.0,40.46,13.213763929025836,0.0,0.0,0.0,10.213054789681411,0.0,15.25,0.0,0.0,-0.25,1.0
choline chloride,urea,68.04,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,9.0,0.8333333333333333,-0.8333333333333333,0.3705073514035382,6.0,60.05599999999999,-0.3518462395056391,1.5,16.15505129592472,11.195898108937604,-2.182471059085193,2.8030394876740514,3.2451124978365313,0.7105286343612336,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,69.11,0.0,0.0,0.0,11.46733495432437,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0
choline chloride,urea,67.05,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,9.0,0.8333333333333333,-0.8333333333333333,0.3705073514035382,6.0,60.05599999999999,-0.3518462395056391,1.5,16.15505129592472,11.195898108937604,-2.182471059085193,2.8030394876740514,3.2451124978365313,0.7105286343612336,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,69.11,0.0,0.0,0.0,11.46733495432437,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0
choline chloride,urea,66.08,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,9.0,0.8333333333333333,-0.8333333333333333,0.3705073514035382,6.0,60.05599999999999,-0.3518462395056391,1.5,16.15505129592472,11.195898108937604,-2.182471059085193,2.8030394876740514,3.2451124978365313,0.7105286343612336,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,69.11,0.0,0.0,0.0,11.46733495432437,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0
choline chloride,urea,62.58,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,9.0,0.8333333333333333,-0.8333333333333333,0.3705073514035382,6.0,60.05599999999999,-0.3518462395056391,1.5,16.15505129592472,11.195898108937604,-2.182471059085193,2.8030394876740514,3.2451124978365313,0.7105286343612336,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,69.11,0.0,0.0,0.0,11.46733495432437,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0
choline chloride,urea,63.14,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,9.0,0.8333333333333333,-0.8333333333333333,0.3705073514035382,6.0,60.05599999999999,-0.3518462395056391,1.5,16.15505129592472,11.195898108937604,-2.182471059085193,2.8030394876740514,3.2451124978365313,0.7105286343612336,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,69.11,0.0,0.0,0.0,11.46733495432437,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0
choline chloride,urea,62.16,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,9.0,0.8333333333333333,-0.8333333333333333,0.3705073514035382,6.0,60.05599999999999,-0.3518462395056391,1.5,16.15505129592472,11.195898108937604,-2.182471059085193,2.8030394876740514,3.2451124978365313,0.7105286343612336,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,69.11,0.0,0.0,0.0,11.46733495432437,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0
choline chloride,urea,60.25,Training,0.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,8.38625,0.0,0.39759253054033583,10.5,0.10149348584948223,-1.0,18.14170945007629,21.996591413715308,0.0,9.0,0.8333333333333333,-0.8333333333333333,0.3705073514035382,6.0,60.05599999999999,-0.3518462395056391,1.5,16.15505129592472,11.195898108937604,-2.182471059085193,2.8030394876740514,3.2451124978365313,0.7105286343612336,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,69.11,0.0,0.0,0.0,11.46733495432437,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0
